title,type,release_year,runtime,genres,seasons,imdb_score,imdb_votes
Pyaar Ka Punchnama 2,MOVIE,2015,159,['comedy'; 'drama'; 'romance'],0,7.3,14968
Atelier,SHOW,2015,69,['drama'; 'documentation'; 'comedy'],1,6.3,7
The Truth Seekers,SHOW,2016,44,['drama'; 'action'],1,7.1,16
Chris Tucker: Live,MOVIE,2015,92,['comedy'; 'documentation'],0,6.3,1936
Schubert in Love,MOVIE,2016,95,['comedy'; 'european'],0,5,356
Chelsea,SHOW,2016,57,['comedy'],2,6.1,2051
Home: Adventures with Tip & Oh,SHOW,2016,21,['comedy'; 'family'; 'fantasy'; 'scifi'; 'animation'],4,5.9,603
Dinosaur World,MOVIE,2015,65,['animation'; 'comedy'; 'drama'],0,0,0
Raman Raghav 2,MOVIE,2016,134,['thriller'; 'crime'; 'drama'],0,7.4,14380
White Rabbit Project,SHOW,2016,48,['reality'],1,6.9,1665
Witch Hunt: A Century of Murder,SHOW,2015,46,['crime'; 'history'; 'fantasy'; 'drama'; 'european'],1,7.2,319
The Princess Weiyoung,SHOW,2016,45,['drama'; 'history'; 'romance'],1,7.9,767
Mind Game,SHOW,2015,44,['drama'; 'action'; 'crime'],1,7.5,12
Chelsea Does,SHOW,2016,60,['documentation'],1,7.3,2471
Real Rob,SHOW,2015,31,['comedy'],2,6.4,2801
Slam,MOVIE,2016,100,['comedy'; 'romance'; 'drama'; 'european'],0,6.1,1308
Gridlocked,MOVIE,2016,114,['action'],0,5.8,4570
Jessica Darling's It List,MOVIE,2016,79,['family'],0,5.5,973
StoryBots Super Songs,SHOW,2016,21,['animation'; 'family'],1,8.8,167
Chocolate City: Vegas Strip,MOVIE,2016,89,['drama'],0,3.7,297
Journey to Greenland,MOVIE,2016,98,['drama'; 'comedy'; 'european'],0,6.3,1336
Fifty,MOVIE,2015,101,['romance'; 'drama'; 'sport'; 'thriller'],0,6.1,259
All About Asado,MOVIE,2016,90,['documentation'],0,6.5,566
Phantom,MOVIE,2015,136,['thriller'; 'action'; 'drama'; 'horror'; 'crime'; 'european'],0,5.9,9145
The Ivory Game,MOVIE,2016,112,['documentation'; 'european'],0,7.9,3243
HiGH&LOW: The Red Rain,MOVIE,2016,110,['action'; 'drama'],0,6.2,277
Lens,MOVIE,2016,109,['thriller'; 'drama'],0,6.6,1212
Selfie 69,MOVIE,2016,116,['romance'; 'comedy'; 'action'; 'european'],0,6.1,1700
Ali Baba and the 7 Dwarfs,MOVIE,2015,114,['comedy'; 'action'; 'drama'],0,5.8,19834
Ghost Patrol,MOVIE,2016,50,['animation'],0,5.1,221
Talvar,MOVIE,2015,132,['thriller'; 'crime'; 'drama'],0,8.1,34659
I'll Sleep When I'm Dead,MOVIE,2016,82,['documentation'],0,6.6,1358
Dil Dhadakne Do,MOVIE,2015,170,['drama'; 'comedy'; 'romance'],0,7,17149
Wazir,MOVIE,2016,103,['thriller'; 'crime'; 'action'; 'drama'],0,7.2,18681
Cosmos Laundromat,MOVIE,2015,12,['fantasy'],0,0,0
The Worthy,MOVIE,2016,95,['scifi'; 'thriller'; 'family'; 'fantasy'; 'action'; 'european'],0,5.1,1981
Kyaa Kool Hain Hum 3,MOVIE,2016,124,['comedy'],0,1.9,4341
Chronically Metropolitan,MOVIE,2016,86,['drama'; 'comedy'],0,5,1503
1898: Our Last Men in the Philippines,MOVIE,2016,130,['drama'; 'history'; 'war'; 'european'],0,6.5,3281
Sofía Niño de Rivera: Exposed,MOVIE,2016,80,['comedy'],0,7.3,299
Russell Peters: Almost Famous,MOVIE,2016,73,['comedy'],0,6.5,1882
Miss in Kiss,SHOW,2016,36,['comedy'; 'drama'],1,7.7,98
Ludo,MOVIE,2015,90,['horror'; 'thriller'; 'fantasy'],0,2.8,825
Everything About Her,MOVIE,2016,126,['comedy'; 'drama'],0,7.1,328
#FollowFriday,MOVIE,2016,90,['thriller'],0,2.7,382
Eddie: Strongman,MOVIE,2015,98,['documentation'],0,7.4,1158
Gabbar Is Back,MOVIE,2015,130,['drama'; 'action'; 'crime'; 'comedy'],0,7.2,24676
The Massively Mixed-Up Middle School Mystery,MOVIE,2015,39,['comedy'],0,7.3,78
Jonah,MOVIE,2016,97,['thriller'; 'drama'; 'romance'; 'family'],0,5.4,230
Coach Snoop,SHOW,2016,29,['documentation'],2,6.8,583
Motu Patlu: King Of Kings,MOVIE,2016,109,['animation'; 'comedy'],0,6.8,157
Sen Benim HerŞeyimsin,MOVIE,2016,107,['comedy'],0,6.2,2667
Barakah Meets Barakah,MOVIE,2016,88,['romance'; 'comedy'],0,6.3,1681
Word Party,SHOW,2016,20,['animation'; 'family'],5,5.7,349
Fitoor,MOVIE,2016,131,['drama'; 'romance'],0,5.4,4787
Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),MOVIE,2015,78,['comedy'],0,6.8,1506
Puerto Ricans in Paris,MOVIE,2015,82,['comedy'],0,5.3,1824
Reggie Watts: Spatial,MOVIE,2016,61,['comedy'; 'music'],0,6,503
You Are My Sunday,MOVIE,2016,119,['drama'; 'comedy'],0,7.8,1649
Layla M.,MOVIE,2016,98,['drama'; 'european'],0,6.7,1692
Trailer Park Boys: Out of the Park: Europe,SHOW,2016,30,['action'; 'crime'; 'drama'; 'comedy'],2,7,2285
Asperger's Are Us,MOVIE,2016,83,['documentation'; 'comedy'; 'drama'],0,6.6,737
Honeytrap,MOVIE,2015,93,['drama'; 'crime'; 'romance'],0,5.9,758
City of Joy,MOVIE,2016,74,['documentation'; 'crime'; 'drama'; 'thriller'; 'war'],0,7.5,525
ABCD 2,MOVIE,2015,154,['music'; 'drama'],0,5.4,6258
Iliza Shlesinger: Freezing Hot,MOVIE,2015,71,['comedy'; 'documentation'],0,6.8,2572
My Sunshine,SHOW,2015,45,['drama'; 'romance'],1,6.6,185
Carlos Ballarta: el amor es de putos,MOVIE,2016,67,['comedy'],0,7,232
Offline: Are You Ready for the Next Level?,MOVIE,2016,91,['action'; 'comedy'; 'european'],0,5,775
A Touch of Green,SHOW,2015,46,['family'; 'drama'; 'war'],1,8.4,314
Olmo and the Seagull,MOVIE,2015,90,['drama'; 'european'; 'romance'; 'family'; 'documentation'],0,7.2,674
07:19:00,MOVIE,2016,94,['thriller'; 'drama'; 'history'],0,5.9,644
Born in Syria,MOVIE,2016,86,['documentation'; 'european'],0,7.7,279
Te3n,MOVIE,2016,136,['thriller'; 'drama'],0,7.3,12816
Kulipari: An Army of Frogs,SHOW,2016,24,['action'; 'animation'; 'fantasy'],2,6.9,254
The Doll,MOVIE,2016,106,['thriller'; 'horror'],0,5.2,738
Brother Jekwu,MOVIE,2016,103,['comedy'; 'crime'],0,0,0
Clair Obscur,MOVIE,2016,100,['drama'; 'european'],0,6.5,2374
Pettson and Findus: The Best Christmas Ever,MOVIE,2016,82,['family'; 'animation'; 'comedy'; 'fantasy'; 'european'],0,5.5,353
U Turn,MOVIE,2016,120,['horror'; 'thriller'; 'crime'; 'drama'],0,7.5,3310
28 Faces of the Moon,SHOW,2016,18,['drama'],1,6.4,25
I Love You,MOVIE,2016,98,['drama'; 'comedy'; 'romance'; 'european'],0,4.7,983
Ordinary People,MOVIE,2016,107,['drama'],0,7.3,498
Poshter Girl,MOVIE,2016,140,['comedy'],0,6.6,328
The Creative Indians,SHOW,2016,28,['documentation'],4,8.3,45
Shaandaar,MOVIE,2015,144,['romance'; 'drama'; 'comedy'],0,3.6,5612
Kazoops!,SHOW,2016,11,['family'; 'fantasy'; 'animation'; 'comedy'],3,7.5,122
Bottersnikes & Gumbles,SHOW,2016,13,['action'; 'animation'; 'comedy'; 'family'],4,5.1,47
Hawaizaada,MOVIE,2015,157,['fantasy'; 'drama'],0,5.6,1910
Fangbone!,SHOW,2016,22,['animation'; 'comedy'; 'family'; 'fantasy'; 'action'],1,6.2,312
Very Big Shot,MOVIE,2015,107,['thriller'; 'action'; 'crime'; 'drama'],0,7.1,1395
Joe Rogan: Triggered,MOVIE,2016,63,['comedy'; 'documentation'],0,7.4,4447
X: Past Is Present,MOVIE,2015,105,['drama'; 'thriller'; 'romance'],0,5.1,699
David Cross: Making America Great Again,MOVIE,2016,74,['comedy'],0,6.4,1647
100 Meters,MOVIE,2016,108,['drama'; 'comedy'; 'european'],0,7.5,6167
Iliza Shlesinger: Confirmed Kills,MOVIE,2016,77,['comedy'],0,6.6,2865
Breaking the Bank,MOVIE,2016,106,['comedy'],0,4.8,928
Hannibal Buress: Comedy Camisado,MOVIE,2016,67,['comedy'],0,6.6,1517
Bangistan,MOVIE,2015,135,['comedy'; 'drama'],0,4.5,1273
Lang Tong,MOVIE,2015,83,['thriller'],0,4.8,307
Kiss of Life,MOVIE,2015,102,['comedy'; 'romance'; 'drama'],0,5.9,1248
Chasing Cameron,SHOW,2016,28,['reality'],1,3.8,501
S Storm,MOVIE,2016,90,['action'; 'thriller'; 'crime'; 'drama'],0,5.2,697
Hans Teeuwen: Echte Rancune,MOVIE,2016,103,['comedy'],0,0,0
Theo Von: No Offense,MOVIE,2016,65,['comedy'; 'documentation'],0,5.6,864
If I were an Animal,SHOW,2016,10,['documentation'],1,0,0
Mike Epps: Don't Take It Personal,MOVIE,2015,60,['comedy'],0,4.4,274
Husband Factor,MOVIE,2015,108,['comedy'; 'fantasy'; 'romance'; 'drama'],0,6.2,5031
Michael Che Matters,MOVIE,2016,60,['comedy'],0,7.2,2586
Spark,SHOW,2016,13,['drama'],5,7,57
Under the Black Moonlight,SHOW,2016,10,['drama'; 'thriller'; 'horror'],1,5,56
Aziz Ansari: Live at Madison Square Garden,MOVIE,2015,58,['comedy'],0,6.6,3247
Hibana: Spark,SHOW,2016,53,['drama'],1,7.9,798
Katti Batti,MOVIE,2015,138,['romance'; 'comedy'; 'drama'],0,4.7,3137
Ave Maria,MOVIE,2015,15,['comedy'],0,0,0
Patton Oswalt: Talking for Clapping,MOVIE,2016,65,['comedy'; 'documentation'],0,6.8,1971
Husband Factor: Resurrection,MOVIE,2016,108,['comedy'; 'family'; 'romance'; 'drama'; 'fantasy'],0,5.4,297
XV Beyond the Tryline,MOVIE,2016,91,['documentation'; 'sport'],0,6.8,75
Close Your Eyes Before It's Dark,SHOW,2016,84,['drama'; 'crime'],1,7,218
Best Lover,SHOW,2016,45,['drama'; 'romance'],1,6.8,74
Luna Petunia,SHOW,2016,24,['animation'; 'family'; 'fantasy'],3,6.2,58
A Second Chance,MOVIE,2015,130,['romance'; 'drama'; 'family'; 'sport'; 'documentation'],0,8.6,47
Soul Thieves,MOVIE,2015,88,['horror'],0,5,275
Umrika,MOVIE,2015,98,['drama'; 'comedy'],0,6.6,1463
Wedding Association 2: Circumcision,MOVIE,2015,107,['comedy'],0,6.4,10261
The Miracle,SHOW,2016,18,['drama'; 'comedy'; 'fantasy'; 'music'],1,6.3,210
The Dream Job,SHOW,2016,44,['drama'; 'family'],1,6.1,14
One in a Billion,MOVIE,2016,69,['documentation'],0,6.7,543
Frank and Cindy,MOVIE,2015,102,['comedy'; 'drama'],0,6.1,855
Vanished 46,SHOW,2016,61,['scifi'; 'action'; 'crime'; 'drama'; 'thriller'],1,8.4,4269
Niyazi Gül Dörtnala,MOVIE,2015,106,['comedy'; 'drama'; 'action'],0,4.5,3170
Brent Morin: I'm Brent Morin,MOVIE,2015,67,['comedy'],0,6.5,688
My Mother's Wound,MOVIE,2016,120,['drama'; 'war'],0,7.3,3620
Saawan,MOVIE,2016,90,['drama'; 'thriller'],0,7.4,239
Beauty and the Bestie,MOVIE,2015,119,['comedy'; 'drama'; 'action'],0,4.8,294
The CEO,MOVIE,2016,105,['drama'; 'thriller'],0,5.7,121
Sam Kinison: The Scream Continues,MOVIE,2016,29,['documentation'],0,6.1,39
Magic Cellphone,SHOW,2016,13,['drama'; 'comedy'],1,4.1,21
Sila Samayangalil,MOVIE,2016,101,['drama'],0,5.5,30
Secret of Success,SHOW,2015,41,['drama'],1,0,0
Diamond Lover,SHOW,2015,45,['comedy'; 'drama'],1,6.4,138
Ricardo O'Farrill: Abrazo Genial,MOVIE,2016,92,['comedy'],0,5.5,113
Brahman Naman,MOVIE,2016,94,['comedy'],0,5.5,1884
Dedemin Fişi,MOVIE,2016,100,['comedy'; 'family'],0,5.5,3524
My Stupid Boss,MOVIE,2016,106,['comedy'; 'drama'],0,7.2,1511
Love O2O,MOVIE,2016,105,['romance'; 'drama'],0,6.4,998
Ojukokoro (Greed),MOVIE,2016,110,['comedy'; 'thriller'; 'crime'],0,6.7,62
Aerials,MOVIE,2016,90,['drama'; 'scifi'; 'thriller'],0,1.5,382
Unchained fate,SHOW,2016,40,['scifi'],1,0,0
Jimmy Carr: Funny Business,MOVIE,2016,62,['unknown'],0,0,0
Santa Pac's Merry Berry Day,MOVIE,2016,44,['action'; 'animation'; 'comedy'],0,0,0
Sons of the Caliphate,SHOW,2015,39,['drama'],1,7.4,32
Cedric the Entertainer: Live from the Ville,MOVIE,2016,60,['comedy'],0,6,681
The Blind Christ,MOVIE,2016,95,['drama'],0,5.8,273
Black,MOVIE,2015,90,['action'],0,4.4,74
Souk Bazaar,MOVIE,2015,97,['comedy'],0,5.2,1891
Dharam Sankat Mein,MOVIE,2015,129,['comedy'; 'drama'],0,6.3,2237
Saudi Arabia Uncovered,MOVIE,2016,51,['documentation'],0,0,0
#Rucker50,MOVIE,2016,56,['documentation'],0,5.2,117
The Tour,MOVIE,2016,93,['comedy'; 'european'],0,0,0
Barcelona: A Love Untold,MOVIE,2016,132,['drama'; 'romance'],0,6.9,749
Project Marathwada,MOVIE,2016,110,['drama'],0,6.6,88
Gang of the Caribbean,MOVIE,2016,90,['thriller'; 'european'],0,5.1,294
Budhia Singh: Born to Run,MOVIE,2016,112,['drama'; 'sport'],0,7.6,1479
Crazy Beautiful You,MOVIE,2015,115,['romance'; 'drama'; 'comedy'],0,7.2,828
Kara Bela,MOVIE,2015,100,['comedy'; 'action'; 'drama'],0,6.8,8920
Road To High & Low,MOVIE,2016,95,['action'; 'drama'],0,6.7,177
Fartsa,SHOW,2015,60,['crime'; 'drama'],1,6.7,195
The Breakup Playlist,MOVIE,2015,117,['drama'; 'music'; 'romance'],0,6.5,303
Singles Villa,SHOW,2015,45,['drama'; 'romance'],1,7.7,28
Vince & Kath & James,MOVIE,2016,116,['romance'],0,6.9,371
Sommore: The Reign Continues,MOVIE,2015,93,['comedy'],0,6.9,76
The Last Egg,MOVIE,2016,95,['romance'; 'drama'; 'comedy'],0,4.8,98
Ricardo O'Farrill: abrazo navideño,MOVIE,2016,31,['comedy'],0,5.7,67
You're My Boss,MOVIE,2015,116,['comedy'; 'romance'],0,6.3,272
Everyday I Love You,MOVIE,2015,122,['romance'; 'drama'],0,7.1,491
Triumph in the Skies,MOVIE,2015,100,['comedy'; 'drama'],0,4.3,368
The Super Parental Guardians,MOVIE,2016,115,['comedy'],0,4.5,204
Gbomo Gbomo Express,MOVIE,2015,97,['drama'; 'crime'],0,5,50
Chris D'Elia: Incorrigible,MOVIE,2015,83,['comedy'; 'documentation'],0,6.4,1535
Virunga: Gorillas in Peril,MOVIE,2015,28,['documentation'],0,6.6,32
Thomas & Friends: Full Steam To The Rescue!,MOVIE,2016,93,['family'],0,0,0
Cristina,MOVIE,2016,39,['drama'; 'documentation'],0,0,0
Janoskians: Untold and Untrue,MOVIE,2015,88,['comedy'],0,3.7,160
Dieter Nuhr: Nuhr in Berlin,MOVIE,2016,68,['comedy'; 'european'],0,4.8,67
Santa Banta Pvt Ltd,MOVIE,2016,112,['comedy'; 'crime'; 'drama'],0,2.7,282
Tariqi: My Way,SHOW,2015,42,['drama'; 'music'],1,7.2,143
'76,MOVIE,2016,118,['romance'; 'drama'],0,5.6,220
The Governor,SHOW,2016,45,['drama'],1,7.4,100
Chhota Bheem in African Safari,MOVIE,2015,62,['animation'],0,6.5,12
Grandmother's Farm Part 2,MOVIE,2015,80,['comedy'; 'horror'; 'thriller'],0,5.3,59
Jandino: Whatever it Takes,MOVIE,2016,94,['comedy'],0,4.5,30
The Unmarried Wife,MOVIE,2016,130,['romance'; 'drama'],0,5.8,188
The Love Affair,MOVIE,2015,125,['romance'; 'drama'],0,6.2,256
Pac’s Scary Halloween,MOVIE,2016,44,['fantasy'; 'horror'],0,0,0
,MOVIE,2015,11,['unknown'],0,0,0
Back to 1989,SHOW,2016,44,['scifi'; 'drama'],1,8,106
Snervous Tyler Oakley,MOVIE,2015,82,['documentation'],0,5.4,473
Meet The in-Laws,MOVIE,2016,75,['comedy'],0,6,23
Oloibiri,MOVIE,2015,106,['thriller'; 'drama'; 'action'],0,5.1,183
A Chaster Marriage,MOVIE,2016,93,['romance'; 'family'; 'comedy'],0,5.4,874
Popples,SHOW,2015,25,['animation'],3,6,57
Hajwala: The Missing Engine,MOVIE,2016,96,['drama'; 'thriller'; 'action'; 'crime'; 'sport'],0,2.1,250
The Arbitration,MOVIE,2016,100,['drama'; 'comedy'],0,5.1,121
Just the Way You Are,MOVIE,2015,107,['drama'; 'comedy'; 'romance'],0,6.3,502
My Little Baby,SHOW,2016,37,['comedy'; 'drama'],1,6.9,103
Love Storm,SHOW,2016,87,['family'],1,5.5,325
Bibik Bibikku,SHOW,2016,40,['drama'; 'comedy'],1,0,0
The Third Party,MOVIE,2016,118,['comedy'; 'romance'],0,6.1,267
Lakeeran,MOVIE,2016,113,['drama'],0,6.2,33
Love Is a Story,MOVIE,2015,107,['comedy'; 'european'; 'romance'],0,6,365
A Man Returned,MOVIE,2016,30,['documentation'],0,0,0
Time Out,MOVIE,2015,98,['drama'; 'animation'; 'family'; 'music'],0,6,399
Jada,MOVIE,2016,16,['drama'; 'sport'],0,5.3,157
Ozark,SHOW,2017,60,['crime'; 'thriller'; 'drama'],4,8.5,278223
Derry Girls,SHOW,2018,25,['comedy'],3,8.4,28718
The Sinner,SHOW,2017,45,['crime'; 'thriller'; 'drama'],4,7.9,117055
Blade Runner 2049,MOVIE,2017,164,['scifi'; 'thriller'; 'action'; 'drama'],0,8,539864
Dark,SHOW,2017,56,['scifi'; 'crime'; 'drama'; 'thriller'],3,8.7,354443
Sorry to Bother You,MOVIE,2018,111,['fantasy'; 'scifi'; 'drama'; 'comedy'],0,6.9,75653
Dunkirk,MOVIE,2017,107,['drama'; 'history'; 'thriller'; 'war'; 'action'; 'european'],0,7.8,619645
Wind River,MOVIE,2017,106,['thriller'; 'crime'; 'drama'; 'western'],0,7.7,240408
Molly's Game,MOVIE,2017,140,['drama'; 'crime'; 'sport'],0,7.4,165817
Riverdale,SHOW,2017,42,['thriller'; 'drama'; 'romance'; 'crime'],6,6.7,139154
Legacies,SHOW,2018,42,['scifi'; 'drama'; 'fantasy'; 'horror'],4,7.3,28877
Mindhunter,SHOW,2017,53,['crime'; 'drama'; 'thriller'],2,8.6,261429
Den of Thieves,MOVIE,2018,140,['thriller'; 'action'; 'crime'; 'drama'],0,7,107701
All American,SHOW,2018,42,['drama'; 'sport'],4,7.6,9704
Phantom Thread,MOVIE,2017,130,['romance'; 'drama'],0,7.4,128600
Manifest,SHOW,2018,42,['scifi'; 'drama'; 'thriller'],3,7.1,50145
Elite,SHOW,2018,48,['crime'; 'drama'; 'thriller'],5,7.4,73062
Cobra Kai,SHOW,2018,31,['action'; 'comedy'; 'drama'; 'sport'],5,8.6,163858
You,SHOW,2018,47,['thriller'; 'crime'; 'drama'; 'romance'],3,7.7,225949
Lost in Space,SHOW,2018,49,['scifi'; 'action'; 'drama'; 'thriller'; 'family'],3,7.3,96868
Money Heist,SHOW,2017,50,['crime'; 'drama'; 'thriller'; 'action'; 'european'],5,8.3,450797
Lady Bird,MOVIE,2017,94,['drama'; 'comedy'],0,7.4,277165
Good Girls,SHOW,2018,42,['comedy'; 'drama'; 'crime'],4,7.7,49867
The Ritual,MOVIE,2017,94,['horror'; 'thriller'],0,6.3,92788
Bodyguard,SHOW,2018,60,['war'; 'crime'; 'drama'; 'thriller'; 'european'],2,8.1,114446
Godless,SHOW,2017,65,['western'; 'documentation'; 'action'; 'drama'; 'crime'],1,7.6,27
Altered Carbon,SHOW,2018,52,['scifi'; 'thriller'; 'action'; 'drama'],2,7.9,162018
Maniac,SHOW,2018,39,['drama'; 'scifi'; 'comedy'],1,7.7,74877
Dirty John,SHOW,2018,44,['crime'; 'drama'],2,7.3,20817
Darkest Hour,MOVIE,2017,125,['drama'; 'war'; 'history'; 'thriller'; 'family'],0,7.4,193208
Babylon Berlin,SHOW,2017,49,['crime'; 'thriller'; 'drama'; 'european'],4,8.4,23256
Charmed,SHOW,2018,42,['scifi'; 'drama'; 'fantasy'],4,4.5,16091
The Haunting of Hill House,SHOW,2018,58,['drama'; 'scifi'; 'horror'; 'thriller'],1,8.6,226817
HAPPY!,SHOW,2017,43,['scifi'; 'comedy'; 'thriller'; 'action'; 'crime'; 'fantasy'],2,8.1,37747
Workin' Moms,SHOW,2017,22,['comedy'; 'drama'],6,7.8,14892
The Nightingale,MOVIE,2018,136,['thriller'; 'drama'; 'horror'],0,7.3,28196
Wild Wild Country,SHOW,2018,67,['crime'; 'documentation'],1,8.1,29298
Somebody Feed Phil,SHOW,2018,52,['documentation'],5,8.2,4420
Big Mouth,SHOW,2017,27,['animation'; 'comedy'; 'romance'],6,7.9,74660
How It Ends,MOVIE,2018,113,['thriller'; 'action'; 'drama'; 'scifi'],0,5,51513
Dynasty,SHOW,2017,42,['drama'],5,7.2,21136
The Disaster Artist,MOVIE,2017,104,['comedy'; 'drama'],0,7.3,149604
Imposters,SHOW,2017,43,['drama'; 'comedy'; 'crime'],2,7.8,13238
Anne with an E,SHOW,2017,46,['drama'; 'family'],3,8.7,51001
Ghostland,MOVIE,2018,91,['horror'; 'thriller'; 'drama'; 'european'],0,6.4,30444
Perfect Bid: The Contestant Who Knew Too Much,MOVIE,2017,72,['documentation'; 'history'],0,6.6,2176
Manhunt,SHOW,2017,43,['documentation'; 'crime'; 'thriller'; 'drama'],2,8.1,57459
The Ballad of Buster Scruggs,MOVIE,2018,132,['western'; 'comedy'; 'drama'; 'romance'],0,7.3,141528
Okja,MOVIE,2017,122,['drama'; 'scifi'; 'action'],0,7.3,116305
Santa Clarita Diet,SHOW,2017,29,['comedy'; 'horror'],3,7.9,64467
The Bad Batch,MOVIE,2017,119,['drama'; 'action'; 'horror'; 'romance'; 'scifi'],0,5.2,30785
The Bureau of Magical Things,SHOW,2018,23,['scifi'; 'family'; 'fantasy'],2,6.7,1914
One Day at a Time,SHOW,2017,29,['comedy'; 'drama'],4,8.2,15669
The End of the F***ing World,SHOW,2017,21,['crime'; 'comedy'; 'drama'; 'romance'; 'thriller'],2,8.1,177868
Safe,SHOW,2018,45,['drama'; 'thriller'; 'crime'; 'european'],1,7.2,41822
GLOW,SHOW,2017,34,['drama'; 'comedy'; 'sport'; 'reality'],4,8,44751
Trolls: The Beat Goes On!,SHOW,2018,21,['comedy'; 'romance'; 'animation'; 'family'; 'fantasy'],8,5.8,798
Collateral,SHOW,2018,57,['drama'; 'thriller'; 'crime'],1,6.7,17304
Shot Caller,MOVIE,2017,120,['thriller'; 'crime'; 'drama'],0,7.3,83961
Castlevania,SHOW,2017,26,['scifi'; 'drama'; 'fantasy'; 'horror'; 'animation'; 'action'],4,8.3,61114
The Shack,MOVIE,2017,132,['fantasy'; 'drama'],0,6.2,35406
The Kominsky Method,SHOW,2018,26,['drama'; 'comedy'],3,8.2,38232
Knightfall,SHOW,2017,44,['action'; 'drama'; 'history'],2,6.7,19809
Atypical,SHOW,2017,31,['comedy'; 'drama'],4,8.3,81643
Alias Grace,SHOW,2017,44,['drama'; 'thriller'; 'crime'],1,7.7,31577
Roma,MOVIE,2018,135,['drama'; 'european'],0,7.7,153508
Deadwind,SHOW,2018,46,['drama'; 'thriller'; 'crime'],3,7.3,8762
Crooked House,MOVIE,2017,115,['drama'; 'crime'],0,6.3,23327
A Series of Unfortunate Events,SHOW,2017,47,['action'; 'family'; 'comedy'; 'drama'],3,7.8,59239
The Beguiled,MOVIE,2017,93,['drama'; 'documentation'; 'war'; 'thriller'],0,6.8,21
American Vandal,SHOW,2017,33,['comedy'; 'drama'; 'crime'],2,8.1,29972
Watership Down,SHOW,2018,50,['animation'; 'action'; 'drama'; 'family'; 'fantasy'],1,7.2,6043
Mystery Science Theater 3000,SHOW,2017,86,['scifi'; 'comedy'; 'thriller'; 'drama'; 'horror'],2,8.2,3605
Chilling Adventures of Sabrina,SHOW,2018,57,['scifi'; 'thriller'; 'drama'; 'horror'; 'fantasy'],4,7.4,90327
What Happened to Monday,MOVIE,2017,123,['thriller'; 'drama'; 'action'; 'crime'; 'fantasy'; 'scifi'],0,6.8,120311
The Foreigner,MOVIE,2017,113,['thriller'; 'action'; 'crime'; 'drama'; 'european'],0,7,112487
Apostle,MOVIE,2018,130,['thriller'; 'horror'; 'drama'; 'fantasy'],0,6.3,51038
Icarus,MOVIE,2017,121,['documentation'; 'thriller'; 'sport'],0,7.9,48672
The Package,MOVIE,2018,94,['comedy'; 'drama'; 'thriller'],0,5.5,17226
Violet Evergarden,SHOW,2018,25,['drama'; 'animation'; 'scifi'; 'fantasy'; 'romance'],1,8.4,19940
Narcos: Mexico,SHOW,2018,56,['drama'; 'crime'],3,8.4,80902
Mary Magdalene,MOVIE,2018,120,['drama'],0,5.9,10234
Disenchantment,SHOW,2018,29,['scifi'; 'comedy'; 'fantasy'; 'animation'; 'action'],4,7.2,58639
Gerald's Game,MOVIE,2017,103,['horror'; 'thriller'; 'drama'],0,6.5,104894
Level 16,MOVIE,2018,102,['thriller'; 'drama'; 'scifi'; 'european'],0,6,11118
BAKI,SHOW,2018,24,['action'; 'animation'; 'drama'; 'sport'],3,6.7,5706
The Invisible Guest,MOVIE,2017,107,['thriller'; 'crime'; 'drama'; 'european'],0,8,170351
The Cloverfield Paradox,MOVIE,2018,102,['thriller'; 'horror'; 'scifi'; 'drama'; 'action'],0,5.5,102759
I Don't Feel at Home in This World Anymore,MOVIE,2017,93,['drama'; 'thriller'; 'comedy'; 'crime'; 'european'],0,6.9,55549
Wet Hot American Summer: Ten Years Later,SHOW,2017,27,['comedy'],1,6.9,8502
Abducted in Plain Sight,MOVIE,2018,91,['crime'; 'documentation'; 'thriller'; 'drama'],0,6.8,18165
Annabelle: Creation,MOVIE,2017,110,['horror'; 'thriller'],0,6.5,129883
Seven Seconds,SHOW,2018,62,['crime'; 'drama'],1,7.7,15323
The Witch: Part 1. The Subversion,MOVIE,2018,125,['fantasy'; 'action'; 'european'],0,7.1,9862
Kodachrome,MOVIE,2017,105,['drama'; 'comedy'; 'european'],0,6.8,16482
Devilman Crybaby,SHOW,2018,25,['scifi'; 'animation'; 'action'; 'drama'; 'fantasy'; 'horror'],1,7.6,18575
Calibre,MOVIE,2018,101,['thriller'; 'horror'; 'drama'],0,6.8,27622
Oats Studios,SHOW,2017,6,['scifi'; 'horror'],1,6.4,870
Two Sentence Horror Stories,SHOW,2017,22,['drama'; 'horror'; 'thriller'],4,5.5,1841
I Am Not Your Negro,MOVIE,2017,93,['documentation'; 'history'; 'european'],0,7.9,21632
Black Spot,SHOW,2017,55,['drama'; 'thriller'; 'crime'; 'horror'; 'european'],2,7.4,10705
Rust Valley Restorers,SHOW,2018,45,['documentation'],4,7.8,2732
Bird Box,MOVIE,2018,124,['thriller'; 'drama'; 'horror'; 'scifi'],0,6.6,325194
Everything Sucks!,SHOW,2018,24,['drama'; 'comedy'],1,7.5,18023
The Zookeeper's Wife,MOVIE,2017,122,['drama'; 'war'; 'history'],0,7,42808
Bad Blood,SHOW,2017,46,['drama'; 'crime'],2,7.5,9593
Five Came Back,SHOW,2017,65,['war'; 'documentation'; 'history'],1,8.3,4600
Outlaw King,MOVIE,2018,121,['drama'; 'action'; 'history'; 'war'],0,6.9,69834
